web-scraper-order,web-scraper-start-url,categorie 1,categorie 2,categorie 2-href,categorie 3,categorie 3-href
1612633759-1378,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander l’autorisation d’ouverture d’une alimentation générale,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/609/13/169
1612633759-1377,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander l’enregistrement d’une marque en vue de l’obtention d’un titre de protection,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/605/13/169
1612633759-1376,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander un certificat d’addition pour un brevet,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/602/13/169
1612633759-1375,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Faire le dépôt légal d’un imprimé,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/599/13/169
1612633759-1374,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander à enregistrer un brevet d'invention,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/590/13/169
1612633759-1373,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,S'acquitter de la taxe publicitaire,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/571/13/169
1612633759-1372,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander une autorisation d'occupation de voirie à titre temporaire,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/569/13/169
1612633759-1371,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander l'autorisation d'implantation d'un mobilier urbain,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/568/13/169
1612633759-1370,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander l'instauration d'une zone d'interdiction de stationnement,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/567/13/169
1612633759-1369,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander l'instauration d'une zone de stationnement réservée,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/566/13/169
1612633759-1368,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander une autorisation d’ouverture d’un kiosque de boulangerie,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/564/13/169
1612633759-1367,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander une immatriculation au Centre des grandes entreprises (CGE),https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/518/13/169
1612633759-1366,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander une attestation de non condamnation,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/502/13/169
1612633759-1365,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander une mutation d’une autorisation de transport routier,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/491/13/169
1612633759-1364,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander un agrément pour l’exercice du transport routier,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/490/13/169
1612633759-1363,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander la réception par type d’un nouveau modèle de véhicule automobile et motocycliste importé,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/487/13/169
1612633759-1362,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander un agrément des activités de contrôle technique,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/469/13/169
1612633759-1361,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander une autorisation d’infrastructures et fournisseur d’accès internet,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/422/13/169
1612633759-1360,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander l'agrément de transporteur routier pour un étranger,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/393/13/169
1612633759-1359,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander une qualification et une classification d'une entreprise ou d'un artisan de BTP,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/291/13/169
1612633759-1358,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander un agrément auprès du Projet de construction et de réhabilitation du patrimoine de l'Etat (PCRPE),https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/287/13/169
1612633759-1357,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Faire une déclaration d'importation de produits alimentaires,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/241/13/169
1612633759-1356,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander une autorisation préalable d'importation pour certains produits,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/240/13/169
1612633759-1355,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander un certificat de qualité pour l'exportation du sel,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/239/13/169
1612633759-1354,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander un certificat d'origine pour l'exportation,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/238/13/169
1612633759-1353,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demande d'autorisation d'ouverture et d'exploitation d'un débit de boisson,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/184/13/169
1612633759-1352,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander une autorisation de lotissement,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/128/13/169
1612633759-1351,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander à obtenir une carte professionnelle d'artisan,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/120/13/169
1612633759-1350,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander l'autorisation de mise sur le marché d'un médicament (AMM),https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/117/13/169
1612633759-1349,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander une autorisation de transport (licence),https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/110/13/169
1612633759-1348,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander une autorisation d'ouverture d'un atelier d'ajustage de clés,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/74/13/169
1612633759-1347,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Passer l'examen de moniteur d'auto-école,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/47/13/169
1612633759-1346,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander une assistance à la création d'un groupement d’intérêt économique (GIE),https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/27/13/169
1612633759-1345,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/13,Demander une carte d'import-export,https://web.archive.org/web/20200615203204/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/24/13/169
1612633740-1344,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Aides diverses et allègements de charges,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/181/13,Bénéficier du refinancement et du fonds de garantie au Fonds de Promotion Economique,https://web.archive.org/web/20200615203218/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1140/13/181
1612633740-1343,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Aides diverses et allègements de charges,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/181/13,Bénéficier d’un financement participatif du Fonds de Promotion Economique (FPE),https://web.archive.org/web/20200615203218/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1139/13/181
1612633740-1342,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Aides diverses et allègements de charges,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/181/13,Demander à bénéficier du Fonds de garantie des projets artisanaux,https://web.archive.org/web/20200615203218/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/973/13/181
1612633740-1341,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Aides diverses et allègements de charges,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/181/13,Demander à l’Agence d’aménagement et de promotion des sites industriels (APROSI) d’effectuer un audit financier de son entreprise.,https://web.archive.org/web/20200615203218/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/899/13/181
1612633740-1340,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Aides diverses et allègements de charges,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/181/13,Demander à l’Agence d’aménagement et de promotion des sites industriels (APROSI) d’effectuer une analyse diagnostique de son entreprise,https://web.archive.org/web/20200615203218/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/898/13/181
1612633740-1339,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Aides diverses et allègements de charges,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/181/13,"Demander à l’Agence d’aménagement et de promotion des sites industriels (APROSI) l’aide à la recherche d’un partenaire technique, financier ou commercial.",https://web.archive.org/web/20200615203218/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/896/13/181
1612633740-1338,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Aides diverses et allègements de charges,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/181/13,Demander à l’Agence d’aménagement et de promotion des sites industriels (APROSI) une étude de marché pour son entreprise,https://web.archive.org/web/20200615203218/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/894/13/181
1612633740-1337,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Aides diverses et allègements de charges,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/181/13,Demander une étude de redressement ou de restructuration d’une entreprise à l’Agence d’aménagement et de promotion des sites industriels (APROSI),https://web.archive.org/web/20200615203218/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/884/13/181
1612633740-1336,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Aides diverses et allègements de charges,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/181/13,Demander à bénéficier d’un montage et d’un suivi de projet par l’ANEJ,https://web.archive.org/web/20200615203218/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/752/13/181
1612633740-1335,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Aides diverses et allègements de charges,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/181/13,Demander une remise gracieuse d’impôt,https://web.archive.org/web/20200615203218/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/532/13/181
1612633740-1334,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Aides diverses et allègements de charges,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/181/13,Demander une immatriculation au Centre des grandes entreprises (CGE),https://web.archive.org/web/20200615203218/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/518/13/181
1612633740-1333,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Aides diverses et allègements de charges,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/181/13,Demander un prêt au Fonds d'impulsion de la micro-finance (FIMF),https://web.archive.org/web/20200615203218/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/486/13/181
1612633740-1332,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Aides diverses et allègements de charges,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/181/13,Demander une prise en charge des taxes et droits de douane,https://web.archive.org/web/20200615203218/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/232/13/181
1612633740-1331,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Aides diverses et allègements de charges,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/181/13,Demander un dégrèvement d'impôts,https://web.archive.org/web/20200615203218/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/219/13/181
1612633740-1330,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Aides diverses et allègements de charges,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/181/13,Demander un agrément au code des investissements (CI),https://web.archive.org/web/20200615203218/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/38/13/181
1612633740-1329,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Aides diverses et allègements de charges,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/181/13,Demander l'agrément au statut d’entreprise franche d’exportation (EFE),https://web.archive.org/web/20200615203218/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/37/13/181
1612633723-1328,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Prévention des risques et assurances,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/154/13,Saisir le Fonds de garantie automobile (FGA) en cas d’accident corporel de la circulation routière,https://web.archive.org/web/20200615203148/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1174/13/154
1612633704-1327,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Innovation et propriété intellectuelle,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/167/13,Bénéficier d’un essai de démonstration sur une variété ou technique culturale,https://web.archive.org/web/20200714204322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1007/13/167
1612633704-1326,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Innovation et propriété intellectuelle,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/167/13,Demander l’enregistrement d’un nom commercial,https://web.archive.org/web/20200714204322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/927/13/167
1612633704-1325,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Innovation et propriété intellectuelle,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/167/13,Demander l’enregistrement d’un dessin ou d’un modèle industriel,https://web.archive.org/web/20200714204322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/924/13/167
1612633704-1324,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Innovation et propriété intellectuelle,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/167/13,Demander un certificat d’enregistrement de modèle d’utilité,https://web.archive.org/web/20200714204322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/922/13/167
1612633704-1323,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Innovation et propriété intellectuelle,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/167/13,Demander l’enregistrement d’une marque en vue de l’obtention d’un titre de protection,https://web.archive.org/web/20200714204322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/605/13/167
1612633704-1322,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Innovation et propriété intellectuelle,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/167/13,Demander un certificat d’addition pour un brevet,https://web.archive.org/web/20200714204322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/602/13/167
1612633704-1321,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Innovation et propriété intellectuelle,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/167/13,Demander à enregistrer un brevet d'invention,https://web.archive.org/web/20200714204322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/590/13/167
1612633682-1320,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Transports et logistique,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/172/13,Demander un agrément de transport d’hydrocarbures raffinés,https://web.archive.org/web/20200714204324/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1036/13/172
1612633682-1319,https://web.archive.org/web/20201001051928/http://servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/13,Vie de l'entreprise,Transports et logistique,https://web.archive.org/web/20201001051928/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/172/13,Comment obtenir un agrément de  manutentionnaire,https://web.archive.org/web/20200714204324/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/863/13/172
