categorie1,categorie2,categorie3,href
Habitat et logement,"Location, achat et occupation d'un bien immobilier",Accéder à une zone d’aménagement concerté (ZAC),https://web.archive.org/web/20201128192344/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/492/8/76
Habitat et logement,"Location, achat et occupation d'un bien immobilier",Acquérir ou se faire attribuer un terrain du domaine national,https://web.archive.org/web/20201128192344/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/413/8/76
Habitat et logement,"Location, achat et occupation d'un bien immobilier",Demander la résiliation d'un bail,https://web.archive.org/web/20201128192344/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/368/8/76
Habitat et logement,"Location, achat et occupation d'un bien immobilier",Demander un logement administratif,https://web.archive.org/web/20201128192344/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/298/8/76
Habitat et logement,"Location, achat et occupation d'un bien immobilier",Demander une attestation de logement administratif,https://web.archive.org/web/20201128192344/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/296/8/76
Habitat et logement,"Location, achat et occupation d'un bien immobilier",Demander une attestation de non logement administratif,https://web.archive.org/web/20201128192344/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/295/8/76
Habitat et logement,"Location, achat et occupation d'un bien immobilier",Demander une attestation de propriété à la SICAP SA,https://web.archive.org/web/20201128192344/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/284/8/76
Habitat et logement,"Location, achat et occupation d'un bien immobilier",Demander une attestation de non locataire ou de non propriétaire à la SICAP SA,https://web.archive.org/web/20201128192344/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/281/8/76
Habitat et logement,"Location, achat et occupation d'un bien immobilier",Demander un contrat de location-vente de logement à la Société nationale des habitations à loyer modéré (SN-HLM),https://web.archive.org/web/20201128192344/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/278/8/76
Habitat et logement,"Location, achat et occupation d'un bien immobilier",Demander une petite parcelle à la Société nationale des habitations à loyer modéré (SN-HLM),https://web.archive.org/web/20201128192344/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/276/8/76
Habitat et logement,"Location, achat et occupation d'un bien immobilier",Demander une grande parcelle à la Société nationale des habitations à loyer modéré (SN-HLM),https://web.archive.org/web/20201128192344/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/275/8/76
Habitat et logement,"Location, achat et occupation d'un bien immobilier",Demander une attestation d'apport à la Société nationale des habitations à loyer modéré (SN-HLM),https://web.archive.org/web/20201128192344/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/274/8/76
Habitat et logement,"Location, achat et occupation d'un bien immobilier",Demander une substitution de parcelle à la Société nationale des habitations à loyer modéré (SN-HLM),https://web.archive.org/web/20201128192344/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/269/8/76
Habitat et logement,"Location, achat et occupation d'un bien immobilier",Demander une attestation d'inscription dans un programme immobilier de la SICAP SA,https://web.archive.org/web/20201128192344/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/230/8/76
Habitat et logement,"Location, achat et occupation d'un bien immobilier",Demander un prêt immobilier à la direction de la Monnaie et du Crédit (DMC),https://web.archive.org/web/20201128192344/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/186/8/76
Habitat et logement,"Construction, modification et démolition",Demander une autorisation de construire (permis de construire),https://web.archive.org/web/20201021183322/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/98/8/77
Habitat et logement,"Construction, modification et démolition",Demander un certificat de conformité valant permis d'habitabilité (CCVH),https://web.archive.org/web/20201021183322/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/94/8/77
Habitat et logement,"Construction, modification et démolition",Demander une autorisation de démolir,https://web.archive.org/web/20201021183322/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/21/8/77
Habitat et logement,"Construction, modification et démolition",Demander un arrêté de péril d’une maison menaçant ruine dans l’Île de Saint-Louis,https://web.archive.org/web/20201021183322/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1026/8/77
Habitat et logement,"Construction, modification et démolition",Demander un  permis de démolir un bâtiment dans l’île de Saint - Louis,https://web.archive.org/web/20201021183322/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1023/8/77
Habitat et logement,"Construction, modification et démolition",Demander à réhabiliter ou à construire une maison dans l’Île de Saint-Louis,https://web.archive.org/web/20201021183322/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1020/8/77
Habitat et logement,"Construction, modification et démolition",Demander à détruire un balcon en ruine dans l’Île de Saint - Louis,https://web.archive.org/web/20201021183322/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1019/8/77
Habitat et logement,"Construction, modification et démolition",Demander le ravalement de façade,https://web.archive.org/web/20201021183322/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/813/8/77
Habitat et logement,"Construction, modification et démolition",Demander l’autorisation de destruction d’un immeuble menaçant ruine,https://web.archive.org/web/20201021183322/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/811/8/77
Habitat et logement,"Construction, modification et démolition",Demander l'agrément pour une coopérative d'habitat,https://web.archive.org/web/20201021183322/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/636/8/77
Habitat et logement,"Construction, modification et démolition",Demander une autorisation d'occupation de voirie à titre temporaire,https://web.archive.org/web/20201021183322/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/569/8/77
Habitat et logement,"Construction, modification et démolition",Demander une autorisation de transformation de plans ou de construction à la SICAP SA,https://web.archive.org/web/20201021183322/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/286/8/77
Habitat et logement,"Bruit, pollution et risques naturels",Demander un soutien logistique à l'Armée,https://web.archive.org/web/20201128201455/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/121/8/81
Habitat et logement,"Bruit, pollution et risques naturels",Demander à élaguer un arbre,https://web.archive.org/web/20201128201455/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/812/8/81
Habitat et logement,Justificatifs de domicile,Demander un certificat de domicile,https://web.archive.org/web/20201128185956/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/415/8/205
Habitat et logement,Justificatifs de domicile,Demander un arrêté de péril d’une maison menaçant ruine dans l’Île de Saint-Louis,https://web.archive.org/web/20201128185956/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1026/8/205
Habitat et logement,Justificatifs de domicile,Demander un certificat de conformité valant permis d’habitabilité (CCVH) à Saint-Louis,https://web.archive.org/web/20201128185956/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1025/8/205
Habitat et logement,Justificatifs de domicile,Demander un  permis de démolir un bâtiment dans l’île de Saint - Louis,https://web.archive.org/web/20201128185956/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1023/8/205
Habitat et logement,Justificatifs de domicile,Demander à réhabiliter ou à construire une maison dans l’Île de Saint-Louis,https://web.archive.org/web/20201128185956/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1020/8/205
Habitat et logement,Justificatifs de domicile,Demander à détruire un balcon en ruine dans l’Île de Saint - Louis,https://web.archive.org/web/20201128185956/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1019/8/205
Habitat et logement,Justificatifs de domicile,Demander un certificat de résidence,https://web.archive.org/web/20201128185956/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/51/8/205
Habitat et logement,Autres,Demander à créer une section d’acquéreurs de parcelles assainies de la SN-HLM,https://web.archive.org/web/20201128202157/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/646/8/225
Habitat et logement,Autres,Demander l'agrément pour une coopérative d'habitat,https://web.archive.org/web/20201128202157/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/636/8/225
Habitat et logement,Autres,Demander le paiement d'une indemnité de logement pour les agents de l'Etat,https://web.archive.org/web/20201128202157/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/611/8/225
Habitat et logement,Autres,Demander l'autorisation d'implantation d'un mobilier urbain,https://web.archive.org/web/20201128202157/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/568/8/225
Papiers,Etat civil,Demander un certificat de coutume,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/259/4/56
Papiers,Etat civil,Demander l'enregistrement d'un mariage constaté,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/258/4/56
Papiers,Etat civil,Demander un certificat de non divorce et de non séparation de corps,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/255/4/56
Papiers,Etat civil,Demander un certificat de vie collectif,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/250/4/56
Papiers,Etat civil,Demander un certificat de non mariage et de non remariage,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/254/4/56
Papiers,Etat civil,Demander un certificat de célibat,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/246/4/56
Papiers,Etat civil,Demander un certificat de vie individuel,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/247/4/56
Papiers,Etat civil,"Demander la transcription d’un acte d’état civil (acte de naissance, acte de mariage, acte de décès) auprès des services consulaires",https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/683/4/56
Papiers,Etat civil,Faire la déclaration tardive d'un mariage coutumier,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/448/4/56
Papiers,Etat civil,Demander un certificat de mariage,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/447/4/56
Papiers,Etat civil,Demander la célébration d'un mariage,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/446/4/56
Papiers,Etat civil,Contester une filiation maternelle,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/436/4/56
Papiers,Etat civil,Demander un certificat de divorce,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/429/4/56
Papiers,Etat civil,Demander une copie littérale d’acte de naissance,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/428/4/56
Papiers,Etat civil,Demander une curatelle,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/358/4/56
Papiers,Etat civil,Demander une indication en paternité,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/351/4/56
Papiers,Etat civil,Initier une procédure en divorce,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/345/4/56
Papiers,Etat civil,Demander au juge la rectification d'un acte d'état civil pour erreur ou omission,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/343/4/56
Papiers,Etat civil,Demander un jugement d'autorisation d'inscription tardive de mariage,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/342/4/56
Papiers,Etat civil,Demander la nationalité sénégalaise par filiation (ou d'origine),https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/340/4/56
Papiers,Etat civil,Demander la nationalité sénégalaise par voie de mariage,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/339/4/56
Papiers,Etat civil,Opter pour la nationalité sénégalaise,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/335/4/56
Papiers,Etat civil,Demander l'adoption plénière d'un enfant,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/333/4/56
Papiers,Etat civil,Demander un jugement d'autorisation d'inscription tardive de décès,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/330/4/56
Papiers,Etat civil,Déclarer un décès,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/329/4/56
Papiers,Etat civil,Enregistrer une reconnaissance d’enfant,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/327/4/56
Papiers,Etat civil,Demander un jugement d'autorisation d'inscription de naissance,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/325/4/56
Papiers,Etat civil,Déclarer une naissance,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/324/4/56
Papiers,Etat civil,Demander un certificat de non inscription de décès,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/314/4/56
Papiers,Etat civil,Demander un extrait du registre des actes de décès,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/313/4/56
Papiers,Etat civil,Demander un bulletin de décès,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/312/4/56
Papiers,Etat civil,Demander une copie littérale d'acte de mariage,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/311/4/56
Papiers,Etat civil,Demander une copie littérale d’acte de décès,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/310/4/56
Papiers,Etat civil,Demander un extrait du registre des actes de naissance,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/309/4/56
Papiers,Etat civil,Demander un bulletin de naissance,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/308/4/56
Papiers,Etat civil,Demander un extrait du registre des actes de mariage,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/307/4/56
Papiers,Etat civil,Demander un certificat de non inscription de naissance,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/305/4/56
Papiers,Etat civil,Demander un certificat de non inscription de mariage,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/304/4/56
Papiers,Etat civil,Demander un passeport de réfugié,https://web.archive.org/web/20201024081049/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/86/4/56
Papiers,Nationalité et identité,Demander un passeport de service au Ministère des Affaires Etrangères,https://web.archive.org/web/20201024123723/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/829/4/231
Papiers,Nationalité et identité,Demander un passeport diplomatique au Ministère des Affaires Etrangères,https://web.archive.org/web/20201024123723/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/828/4/231
Papiers,Nationalité et identité,Demander l’établissement de sauf-conduit pour un ressortissant sénégalais résidant à l’étranger,https://web.archive.org/web/20201024123723/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/686/4/231
Papiers,Nationalité et identité,Demander l’établissement de passeport ordinaire pour un ressortissant sénégalais résidant à l’étranger,https://web.archive.org/web/20201024123723/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/684/4/231
Papiers,Nationalité et identité,"Demander la transcription d’un acte d’état civil (acte de naissance, acte de mariage, acte de décès) auprès des services consulaires",https://web.archive.org/web/20201024123723/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/683/4/231
Papiers,Nationalité et identité,Demander l’immatriculation consulaire des Sénégalais résidant à l’étranger,https://web.archive.org/web/20201024123723/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/682/4/231
Papiers,Nationalité et identité,Demander à être nommé chef de village,https://web.archive.org/web/20201024123723/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/680/4/231
Papiers,Nationalité et identité,Demander une carte nationale d'identité,https://web.archive.org/web/20201024123723/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/425/4/231
Papiers,Nationalité et identité,Demander la nationalité sénégalaise par filiation (ou d'origine),https://web.archive.org/web/20201024123723/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/340/4/231
Papiers,Nationalité et identité,Demander la nationalité sénégalaise par voie de mariage,https://web.archive.org/web/20201024123723/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/339/4/231
Papiers,Nationalité et identité,Demander à acquérir la nationalité sénégalaise par décret  (naturalisation),https://web.archive.org/web/20201024123723/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/338/4/231
Papiers,Nationalité et identité,Renoncer à la nationalité sénégalaise,https://web.archive.org/web/20201024123723/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/337/4/231
Papiers,Nationalité et identité,Opter pour la nationalité sénégalaise,https://web.archive.org/web/20201024123723/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/335/4/231
Papiers,Nationalité et identité,Enregistrer une reconnaissance d’enfant,https://web.archive.org/web/20201024123723/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/327/4/231
Papiers,Nationalité et identité,Demander un certificat de vie collectif,https://web.archive.org/web/20201024123723/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/250/4/231
Papiers,Nationalité et identité,Demander une carte de circulation,https://web.archive.org/web/20201024123723/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/84/4/231
Papiers,Nationalité et identité,Demander un certificat de nationalité sénégalaise,https://web.archive.org/web/20201024123723/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/30/4/231
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander l’enregistrement d'un acte civil,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/188/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Faire authentifier un diplôme,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/75/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Faire légaliser un document,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/54/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander à bénéficier de services ou conseils d’un notaire pour la cession d’un bail à usage d’habitation,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1095/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander à bénéficier de services  d’un notaire pour des conseils et études en  fiscalité  et gestion du patrimoine,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1093/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander à bénéficier de services ou conseils d’un notaire pour baux commerciaux,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1091/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander à bénéficier de services ou conseils d’un notaire pour  le règlement d’une succession,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1090/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander à bénéficier de services ou conseils d’un notaire pour la transmission d’entreprise,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1088/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander à bénéficier de services ou conseils d’un notaire pour une rédaction de règlement de copropriété et gestion d’immeuble,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1087/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander à bénéficier de services ou conseils d’un notaire pour une négociation immobilière,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1086/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander à bénéficier de services ou conseils d’un notaire pour la rédaction d’une promesse de vente d’un immeuble bâti ou non,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1085/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander à bénéficier de services ou conseils d’un notaire pour l’établissement d’une procuration,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1082/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander à bénéficier de services ou conseils d’un notaire pour un acte de vente d’un bien immobilier,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1081/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander à bénéficier de services ou conseils d’un notaire pour la cession de parts sociales ou  d’actions d’une société,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1079/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander à  bénéficier de services ou conseils d’un notaire pour la constitution de sociétés civiles et commerciales,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1078/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander à bénéficier de services ou conseils d’un notaire pour la cession d’un fonds de commerce,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1076/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander à bénéficier de services ou conseils d’un notaire pour la liquidation du régime communautaire,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1075/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander à bénéficier des services ou conseils d’un notaire pour la donation entre vifs,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1074/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement","Demander à bénéficier de services ou conseils d’un notaire pour la rédaction, l’enregistrement et la conservation d’un testament",https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1071/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander une authentification de diplôme au Ministère des Affaires Etrangères,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/827/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Enregistrer un marché administratif,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/749/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander la certification de pièces administratives à la Direction des archives du Sénégal,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/678/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Faire le dépôt légal d’un imprimé,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/599/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Demander une homologation du procès-verbal de partage de succession,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/361/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",S’acquitter des droits d’enregistrement et de timbres relatifs à un acte judiciaire ou extra-judiciaire,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/194/4/97
Papiers,"Légalisation, authentification, certification conforme et enregistrement",Faire certifier conforme la copie d'un document,https://web.archive.org/web/20201024113619/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/55/4/97
Papiers,Documents judiciaires,Demander un certificat de bonne vie et mœurs,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/52/4/19
Papiers,Documents judiciaires,Demander à bénéficier des services ou conseils d’un notaire pour la donation entre vifs,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1074/4/19
Papiers,Documents judiciaires,Obtenir la libération conditionnelle,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/698/4/19
Papiers,Documents judiciaires,Demander un certificat de non paiement de prix,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/696/4/19
Papiers,Documents judiciaires,Demander un procès verbal de saisie -rémunération,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/694/4/19
Papiers,Documents judiciaires,Comment obtenir un procès-verbal d’adjudication,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/692/4/19
Papiers,Documents judiciaires,Demander une dénonciation de la surenchère,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/689/4/19
Papiers,Documents judiciaires,Demander l’exécution d’une décision allouant une pension alimentaire à une personne,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/645/4/19
Papiers,Documents judiciaires,Demander l’exécution d’une décision ordonnant la main levée d’une décision qui avait alloué une pension alimentaire à une personne,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/644/4/19
Papiers,Documents judiciaires,Demander un certificat de non rétractation à consentement,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/634/4/19
Papiers,Documents judiciaires,Demander un certificat de non enrôlement,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/633/4/19
Papiers,Documents judiciaires,Demander un procès verbal de conciliation,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/631/4/19
Papiers,Documents judiciaires,Demander un jugement d'émancipation,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/630/4/19
Papiers,Documents judiciaires,Demander un extrait de jugement de divorce,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/629/4/19
Papiers,Documents judiciaires,Demander un procès verbal de rétractation de consentement,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/628/4/19
Papiers,Documents judiciaires,Demander un procès verbal d'ouverture de testament,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/627/4/19
Papiers,Documents judiciaires,Demander une autorisation de vente  d'un bien appartenant à un mineur ou à un majeur incapable,https://web.archive.org/web/20201024082649/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/626/4/19
